,adview,views,likes,dislikes,comment,published,duration,category
5960,16,278105,748,64,17,218,1049,3
5961,1,723,0,0,0,102,233,3
5962,1,3735,6,0,0,282,1853,4
5963,5,116341,236,13,17,395,356,3
5964,2,837336,2876,199,118,1971,254,3
5965,48,988595,4163,163,147,1483,551,3
5966,2,104966,126,59,16,1917,8825,3
5967,1,330754,1482,210,1765,1418,3328,2
5968,814,1097,4,0,0,1058,417,3
5969,1,36074,54,6,0,2152,207,4
5970,1,1097717,5795,460,457,1819,126,3
5971,1,134442,668,25,60,62,615,7
5972,1,72550,415,10,154,1408,1460,6
5973,2,2098166,7596,1598,3217,155,190,5
5974,16,1684995,11960,384,906,1301,203,3
5975,8,536955,670,114,59,2201,7685,3
5976,1,4051,6,1,0,379,196,0
5977,4,240358,2192,151,327,454,408,1
5978,1,272737,380,48,218,263,644,4
5979,37,267263,90,81,0,2192,894,4
5980,1,2955,57,0,2,1418,299,3
5981,1,36942,221,10,53,760,606,3
5982,1,146333,495,27,83,1679,2098,3
5983,13,736521,4499,226,234,437,337,5
5984,1,2412,33,3,2,594,6669,2
5985,13,526149,1217,71,26,587,144,4
5986,2,74574,453,6,14,906,294,5
5987,6,564717,7215,378,1503,1992,543,1
5988,7,1171645,1854,315,179,1972,438,1
5989,2,86296,1080,17,132,2152,198,5
5990,1,115207,2105,15,170,924,328,5
5991,114499,737443,3853,132,182,338,265,3
5992,1,16407,51,1,9,2352,161,6
5993,1,21116,102,4,28,754,1349,3
5994,18,1372,1,1,0,504,16,4
5995,1,150727,614,79,505,2066,717,3
5996,1,231344,766,48,42,738,1256,3
5997,1,132565,416,71,81,924,227,3
5998,4,207917,319,10,16,449,205,3
5999,5,537562,6398,237,1068,1869,490,5
6000,13,1323911,4328,627,401,1076,1861,4
6001,1,37701,6,6,0,743,621,3
6002,3,150718,1080,11,471,283,422,4
6003,1,170597,435,19,4,102,153,3
6004,21,2839,54,0,11,1525,259,0
6005,51,3011727,7599,696,671,432,284,4
6006,38,777987,17288,305,5298,1718,175,1
6007,70,536518,3044,253,405,539,158,4
6008,10,133809,188,21,7,856,95,0
6009,7,5039854,7584,1292,718,1722,949,3
6010,16,73361,1900,13,88,309,245,3
6011,7012,102195,1699,56,124,576,436,5
6012,2,83830,46,11,1,1382,146,3
6013,1,476509,1247,81,106,1260,331,3
6014,17,197701,491,44,26,1921,164,3
6015,2,808619,10892,870,3987,294,160,5
6016,2598,13490,15,4,0,1300,117,0
6017,14,519834,2488,31,488,1885,174,6
6018,10,2667603,38728,1589,2801,518,284,3
6019,1,27824,270,8,20,733,16141,6
6020,1,47830,102,9,1,201,138,2
6021,7,46526,112,1,7,2129,894,1
6022,4,66778,55,20,5,611,256,0
6023,1,36428,402,14,99,1360,747,0
6024,1,254921,613,50,25,261,605,4
6025,25,2122242,11514,1095,860,2084,3041,6
6026,39,264193,1133,57,76,2321,1780,3
6027,1,7302,8,18,5,255,143,6
6028,1,14659,26,3,3,270,8685,4
6029,33,2610343,11347,1230,982,282,2510,6
6030,5,41331,151,1,17,1930,854,3
6031,2,1692,7,1,1,136,56,6
6032,1,23492,162,24,28,2170,105,3
6033,14,814089,1906,133,63,2225,351,3
6034,1,609951,1339,103,369,754,162,3
6035,6,745132,3476,131,416,608,244,1
6036,1,49877,31,12,5,2051,7220,4
6037,3,73445,140,19,32,1739,1523,3
6038,6,151,2,0,0,1160,136,3
6039,1,15315,148,4,36,699,653,3
6040,1,5517,65,0,2,1918,160,3
6041,1,59033,34,23,1,1831,1754,4
6042,1,64276,76,15,8,1916,8209,3
6043,1,713383,3247,5242,1865,488,221,6
6044,2,81545,190,39,8,73,96,5
6045,5,82452,233,37,27,1057,1424,6
6046,1,84844,132,14,5,1439,8375,4
6047,5,215131,198,62,14,1279,529,1
6048,3,499582,1009,158,190,1031,464,3
6049,1,137841,716,30,87,606,347,1
6050,22,6144536,3299,1568,370,330,4769,3
6051,2,2180,3,2,0,1997,26,4
6052,19,8041,85,2,8,645,228,3
6053,1,2991,9,0,0,952,471,3
6054,2,25495,235,10,55,2244,78,6
6055,12,1109036,20938,523,7593,2319,375,1
6056,5,314083,2553,107,225,930,886,4
6057,6,121958,228,35,15,713,151,4
6058,2,103574,82,38,18,1805,626,3
6059,1,21508,43,9,7,1921,1270,6
6060,1,226674,843,193,70,990,235,4
6061,3,1159653,1820,155,85,608,621,3
6062,1,571559,2123,331,126,206,249,3
6063,9,497611,862,105,33,996,327,7
6064,1,611642,9868,143,278,2267,253,6
6065,36,596051,3937,115,465,1366,2067,6
6066,3,90687,329,8,23,1050,400,3
6067,2,184101,159,35,8,2162,901,3
6068,2,6951,27,1,2,377,394,6
6069,1,107954,144,42,17,1823,2606,3
6070,1,70786,119,107,72,1344,127,3
6071,3,16046,23,4,1,817,84,3
6072,21,2254243,3116,352,103,926,175,3
6073,3,183,2,0,0,561,235,6
6074,3,185892,524,36,45,2102,135,6
6075,1,130726,93,25,4,792,5770,3
6076,9709,13364,41,0,1,587,456,3
6077,5,360264,254,113,26,1333,437,3
6078,1,61402,75,15,8,352,8341,4
6079,1,705524,1754,223,272,2042,4362,7
6080,1,138310,671,15,35,146,322,6
6081,14,1130825,5751,105,137,1236,69,3
6082,12000,37676,33,12,4,2048,242,6
6083,292,12042,165,4,4,1850,94,3
6084,4,3540482,3453,1370,322,255,150,3
6085,7,3764863,5775,1053,436,779,207,3
6086,1,85950,324,24,7,1800,77,3
6087,2,98742,881,25,55,287,878,3
6088,1,198374,922,71,113,57,481,3
6089,3,366474,262,78,29,1567,9657,3
6090,16,416162,1156,51,56,430,909,3
6091,1,637303,306,153,0,2144,97,2
6092,14,3512789,6793,745,331,859,259,3
6093,8,940492,1049,105,37,562,591,3
6094,8,1485175,6942,296,295,1084,228,3
6095,1,266497,263,22,30,1665,152,6
6096,1,188285,285,70,18,1109,713,3
6097,1,383603,5265,275,1109,1399,2994,7
6098,11,629012,1374,547,122,454,135,3
6099,1,36043,240,7,22,651,10920,3
6100,30,1990481,1427,840,104,747,131,3
6101,2,4834571,17387,1151,655,2378,260,6
6102,1,222058,247,34,13,1635,61,3
6103,1,174795,651,108,652,96,3159,2
6104,1,8335,164,21,112,1850,766,1
6105,6,316914,420,64,20,694,3430,3
6106,2,80167,63,4,11,1068,68,3
6107,1,10179,4,1,1,969,239,3
6108,1,107072,594,6,34,746,316,6
6109,21,1475571,12463,740,1596,104,145,3
6110,21339,31394,75,5,15,1235,226,6
6111,1,36768,336,5,35,608,318,3
6112,2,184371,339,56,41,280,378,3
6113,1,70412,60,30,14,1917,5770,4
6114,1,1018118,2734,46,331,2156,355,6
6115,4,1345865,1342,332,60,2365,227,3
6116,2,1537731,7666,515,804,392,2676,3
6117,1,24783,91,9,7,2099,192,6
6118,4,104,0,0,0,2089,51,3
6119,1,70347,114,3,3,1474,110,3
6120,1,84481,166,11,102,2348,736,2
6121,64,442291,1695,202,536,975,780,4
6122,3,485333,2762,297,1268,1010,362,1
6123,1,760606,2241,194,124,982,1352,6
6124,1,539971,1338,236,1498,852,401,3
6125,2,444168,3692,45,1195,923,348,3
6126,1,106779,830,10,55,380,391,3
6127,2,25279,365,25,20,1622,196,5
6128,1,320095,3447,190,509,1875,300,6
6129,1,42469,329,10,5,1949,557,3
6130,2,163,0,2,0,1178,77,7
6131,2,7191,23,3,0,833,299,7
6132,2,147583,507,34,48,336,279,3
6133,1,474156,2778,72,33,1972,140,2
6134,2,40683,123,10,3,1975,615,6
6135,1,29792,207,20,135,2066,191,3
6136,1,2482,2,0,0,769,519,3
6137,4,18231,205,7,129,509,832,3
6138,961,63770,1196,10,81,936,343,6
6139,1,336710,2038,88,83,2364,282,3
6140,4,322273,1029,57,431,2372,299,6
6141,809,1144,2,0,0,962,417,3
6142,1,425454,1088,83,90,1924,329,4
6143,5,21401,194,2,8,1791,1279,5
6144,1,41264,414,59,28,410,11665,6
6145,1,54094,130,8,7,793,267,6
6146,1,1090048,7902,448,600,1463,257,1
6147,6,174149,1015,48,219,1278,395,3
6148,4,1224174,2231,387,210,1924,298,3
6149,7,2699337,37316,1280,5287,1200,229,1
6150,4454,37803,531,21,24,358,243,6
6151,16,527,1,0,0,1729,61,3
6152,11,5978942,8029,1638,614,778,5119,4
6153,4,847087,6981,413,1146,1156,976,3
6154,3,375312,2761,69,252,793,220,1
6155,1,665986,421,56,92,1889,115,4
6156,6,1549812,771,445,0,708,637,2
6157,6,2951909,6931,763,510,547,182,3
6158,1,60095,41,9,16,371,21,4
6159,2,396367,937,656,26,576,1930,4
6160,1478,9073,232,14,39,2182,1296,5
6161,6,1315294,1832,279,88,498,353,3
6162,1,8332,10,1,1,1863,122,3
6163,16,1985,1,0,0,1784,35,3
6164,3,362741,1228,97,215,565,288,6
6165,2,155683,371,129,154,246,255,5
6166,3,164,1,0,0,1038,36,3
6167,6,170366,243,61,7,1239,911,3
6168,5,8456,30,1,9,510,353,3
6169,1,279722,4964,308,647,1694,477,3
6170,1,41089,28,5,23,506,541,2
6171,1,24884,101,4,34,2257,764,3
6172,1,3396,6,0,0,1498,134,3
6173,6,31989,258,3,8,1016,403,3
6174,1,139992,2197,27,157,1794,1100,3
6175,20,1381046,9731,371,1999,1333,559,1
6176,6,1945944,3483,717,353,122,611,3
6177,12142,59953,1566,18,82,2152,427,0
6178,2,231622,1876,66,210,448,298,5
6179,2,167188,71,40,5,248,1965,3
6180,1,112928,5681,77,417,1451,2040,0
6181,69,5987,18,3,0,1657,31,4
6182,2,653343,334,104,39,1700,127,3
6183,1,1321477,1467,363,141,2280,180,2
6184,1,384,4,0,0,791,157,3
6185,1,158379,3363,48,678,201,928,0
6186,1,19016,30,3,6,645,7798,3
6187,1,12361,54,14,3,819,2930,6
6188,1,49767,1023,4,80,555,315,3
6189,3,450493,627,86,74,2157,7461,3
6190,13,247178,1785,45,174,1190,256,6
6191,1,8882,22,0,1,540,907,7
6192,1,177344,1220,128,539,581,592,1
6193,1,527,1,1,1,1236,1569,3
6194,2,89696,264,28,14,747,118,3
6195,6,199391,640,38,297,117,620,6
6196,15,192314,1161,17,251,1885,118,6
6197,1,33073,65,5,11,2194,258,6
6198,7,511090,4166,225,539,1567,446,5
6199,3,47744,114,14,19,16,2254,6
6200,9,1208244,15380,575,2756,841,349,1
6201,1,110843,96,36,16,2253,187,3
6202,3,25681,39,2,9,1940,639,4
6203,1,986,1,0,0,936,641,3
6204,1,212622,1923,21,203,504,287,5
6205,1,425127,3197,132,225,2252,863,3
6206,1,727493,1134,193,48,2062,602,3
6207,985,19146480,35016,4151,1117,1221,363,3
6208,1,532,17,7,7,422,167,3
6209,7,77840,109,8,0,824,206,4
6210,1,947,0,0,1,2344,31,3
6211,1,2667624,4155,474,585,376,201,3
6212,3,1888560,1029,542,0,760,98,2
6213,3,2862355,1735,594,60,509,114,3
6214,1,3904,116,5,87,1797,1004,3
6215,1,96661,302,17,30,176,427,6
6216,3,168791,384,31,25,1803,257,6
6217,1,82279,329,13,7,2025,212,3
6218,8,1704478,3613,267,106,107,356,3
6219,89,53305971,149582,9610,8237,1776,283,6
6220,2,1763,7,0,0,1591,54,2
6221,4,1970000,2797,573,250,1530,343,6
6222,2,2398034,8727,214,505,280,224,3
6223,1,6977,69,3,31,683,203,5
6224,9312,2236714,48403,1198,1536,1033,437,3
6225,1,4129900,22505,1551,1980,260,420,1
6226,14,623009,1342,178,66,2221,7569,3
6227,3,54303,57,14,3,818,11,3
6228,4,107581,156,21,12,1117,82,3
6229,3,1548933,8026,673,1450,2036,2769,3
6230,6,206267,909,30,200,1266,215,6
6231,25,642592,867,247,61,1029,9340,4
6232,1,124428,148,9,11,404,618,3
6233,12,165636,129,24,8,218,275,3
6234,1,541274,367,130,55,2319,40,3
6235,3,2422625,6414,1042,170,720,111,7
6236,2,19832,63,1,2,1601,245,6
6237,1,156452,272,23,49,1762,470,1
6238,4,146200,327,17,26,952,617,3
6239,1,7742,169,1,6,2246,410,3
6240,367,734093,471,369,60,2108,258,3
6241,1,7525,21,4,2,1095,568,3
6242,4,221218,1601,104,803,773,1832,3
6243,1,4766,6,1,0,1516,123,3
6244,8122,15807,45,1,10,727,254,6
6245,1,354,10,1,5,2249,606,3
6246,1,24666,161,0,19,2167,724,3
6247,2,3472,6,3,0,1769,144,3
6248,36682,50605,93,29,24,2059,206,3
6249,1,15339,87,1,2,1044,107,6
6250,3,51895,156,4,0,804,315,1
6251,12,164343,836,10,223,1885,169,6
6252,1,25983,138,5,68,982,335,1
6253,1,282399,797,64,42,980,162,3
6254,1,203242,270,200,26,263,147,7
6255,1,1249,35,2,4,1718,263,3
6256,1833,7515,40,8,5,1209,125,5
6257,1,164673,2266,216,619,812,535,3
6258,2,665480,6125,213,417,2235,270,1
6259,1,1476,3,0,0,1216,4216,4
6260,1,50516,202,15,6,838,1262,5
6261,1,820637,5850,174,504,448,134,6
6262,18,202499,242,213,34,1663,194,6
6263,2,1013412,814,96,220,756,300,6
6264,2,23941,59,4,6,1562,567,3
6265,1,70490,681,20,61,2102,1397,2
6266,1,3910,23,5,2,714,2539,3
6267,11,632853,3052,555,265,1392,244,3
6268,5,92780,174,21,5,1590,229,3
6269,1,17485,11,2,0,1399,109,3
6270,1,15589,23,11,1,734,559,3
6271,6,1117585,1172,281,117,365,8748,3
6272,1,47597,326,23,17,2224,1441,6
6273,1,3034,7,7,1,1324,2234,4
6274,1,1663,12,0,2,243,55,3
6275,4,631376,4618,64,119,1897,294,6
6276,1,107964,223,16,47,1516,2358,3
6277,7,2626,45,1,8,1313,190,3
6278,1,80489,258,10,14,170,465,3
6279,1,12053,126,1,73,147,374,3
6280,1,148892,144,24,7,765,122,3
6281,87,7781,8,1,0,2259,31,3
6282,2,93910,407,38,41,154,9577,6
6283,1,41271,531,9,63,2307,241,6
6284,1,73503,54,26,1,365,1938,4
6285,1,1162691,517,143,49,994,293,6
6286,1,3061,14,2,3,247,45,3
6287,12,383177,470,76,17,482,74,3
6288,1,25556,172,51,16,1458,289,6
6289,2,342514,930,70,36,1665,238,6
6290,2,21295,109,5,18,1885,417,6
6291,1,376439,446,38,24,2239,2521,4
6292,1,593,24,21,4,2347,193,3
6293,1,378214,423,28,230,1342,172,3
6294,20,311343,1216,289,82,601,140,3
6295,1,297551,3272,209,192,437,347,4
6296,2,26218,77,4,4,1942,270,6
6297,1,276581,683,85,0,290,5462,3
6298,15,589448,8260,131,846,1883,357,6
6299,1,104415,2941,25,464,360,327,1
6300,1,16864,195,5,0,2013,244,6
6301,2,1970843,70187,1065,2314,1549,721,3
6302,31,459273,900,195,124,2023,2295,3
6303,1,146777,1232,80,346,964,351,0
6304,2,56831,153,11,13,2172,727,3
6305,8,366314,1585,58,146,557,220,6
6306,3,4901,11,1,1,1146,83,3
6307,1,165036,115,50,52,2285,2323,3
6308,212,4724,13,1,3,729,179,3
6309,1,201163,2668,69,142,1242,296,6
6310,61,551536,494,132,24,321,1316,3
6311,1,3141058,37421,492,2617,1179,485,3
6312,1,176669,592,36,222,1654,436,0
6313,68,73951,456,11,37,1060,273,6
6314,3,191804,517,47,19,1213,508,3
6315,1,92389,4543,22,600,518,1109,5
6316,1,25156,57,3,13,1889,285,3
6317,1,639071,2941,308,258,2165,278,3
6318,1,63748,5250,10,732,377,471,5
6319,2,130891,93,8,13,1664,557,3
6320,5,4456788,9154,1832,369,1220,2864,6
6321,1,2959,55,3,6,461,97,1
6322,11,241872,242,110,57,2376,2574,3
6323,2,45278,315,77,53,1491,3331,4
6324,1,143,0,0,0,266,36,3
6325,30,5675702,11821,3389,1521,2182,607,3
6326,1,121,0,0,0,438,37,3
6327,160,307,9,0,16,1283,59,3
6328,8,512758,5841,272,720,535,240,1
6329,2,733129,4315,336,1155,1815,345,3
6330,5590,10418,41,6,1,1292,137,0
6331,15350,16607,12,0,0,828,230,3
6332,3,714565,10671,127,2506,778,193,1
6333,1,89315,79,45,23,1194,301,3
6334,7,2529043,2523,796,146,137,75,3
6335,7,1889045,14714,2395,1503,2307,256,3
6336,1,21116,7,1,0,2026,8777,3
6337,2,967378,17787,721,3633,365,536,3
6338,1,27473,272,17,43,1767,238,4
6339,7,244008,313,19,5,834,312,6
6340,6,115557,207,9,17,449,449,3
6341,91,942479,1323,426,68,662,36,3
6342,3,2415275,1781,317,147,2226,5844,6
6343,2,3075277,21755,2630,1987,281,103,1
6344,2,744695,1096,65,108,298,319,3
6345,1,20057,20,2,0,2309,115,6
6346,13,147704,359,16,16,657,125,4
6347,5,42201,21,8,6,1815,91,0
6348,1,18718,45,3,2,791,856,1
6349,3,23920,137,5,7,1863,354,3
6350,1,34675,31,7,0,615,5083,3
6351,7208,7616,0,0,0,1718,27,3
6352,6894,62845,1211,45,112,347,430,5
6353,20,15799,30,5,0,944,376,3
6354,2,30902,14,1,1,1507,226,6
6355,1,141316,509,49,97,1081,1239,3
6356,1,16865,37,0,2,1324,237,3
6357,1,102545,32,21,0,954,670,2
6358,1,496663,1003,49,57,1654,249,6
6359,4,476267,992,90,40,412,730,3
6360,10,5007,5,0,0,413,83,0
6361,3,394888,1334,14,33,1255,114,3
6362,4,238,5,0,1,71,406,3
6363,1,11605,17,3,0,269,166,6
6364,2,425241,695,57,24,691,605,3
6365,7,268653,290,37,20,1571,273,3
6366,1,130632,99,15,26,226,79,3
6367,2,1247,4,0,0,1392,31,3
6368,2,1380306,2021,224,69,1489,445,3
6369,177,3951009,1298,708,47,2018,286,3
6370,16,122970,266,37,22,1006,3117,6
6371,1,496241,284,86,17,824,131,3
6372,238028,252981,0,0,1,264,31,3
6373,11,363941,1819,224,70,572,329,1
6374,157,859449,680,246,29,1564,285,3
6375,2,1294818,1181,221,71,230,608,3
6376,1,360128,96,51,0,474,145,7
6377,2,1236014,2728,1205,320,2246,55,3
6378,6,2318221,28490,2021,23771,1474,593,3
6379,2,1510770,6129,388,216,2359,259,6
6380,6,112404,377,12,136,1732,1150,3
6381,1,108270,335,39,23,256,717,4
6382,1,782942,1758,59,61,947,264,6
6383,1,76305,940,16,140,2026,771,4
6384,1,18761,143,6,20,859,1949,3
6385,1,42569,621,8,13,540,1118,3
6386,4,104273,69,27,17,848,2449,3
6387,1,140425,1215,35,350,1895,36142,6
6388,5,491322,2620,286,499,1486,526,1
6389,4,637763,1747,116,323,2377,4425,6
6390,1,4641,146,4,69,370,302,5
6391,1,1649887,12205,371,299,1018,189,3
6392,122,2067,126,24,4,1319,240,3
6393,1,121488,786,86,281,64,547,1
6394,1,1108251,561,161,31,1613,224,7
6395,5,999882,2296,318,301,899,5363,4
6396,1,611871,892,92,220,1854,901,1
6397,2923,3335,5,0,0,4,715,7
6398,1,447874,938,89,97,2376,5362,4
6399,2,55695,93,7,5,484,734,3
6400,11,2080324,7092,1397,1566,2078,381,3
6401,2,1106892,2075,201,98,111,129,3
6402,1,299886,2462,33,81,467,194,6
6403,1,212200,204,74,97,747,203,3
6404,1,8149,41,2,5,1613,575,6
6405,2,110734,119,15,2,1823,170,3
6406,1,670940,11408,1556,1656,576,538,1
6407,1,498431,1461,94,149,2014,81,4
6408,2,104136,347,9,3,1095,40,3
6409,2,2178,0,0,0,1298,90,3
6410,6,1472379,34149,1500,2599,676,402,3
6411,13,296901,448,45,12,1691,109,3
6412,6,233171,3044,327,136,772,276,6
6413,11,496887,4450,1030,3202,181,242,3
6414,32,3334342,5769,1161,419,2026,175,3
6415,2,164704,6760,65,718,2235,126,6
6416,13,46159,159,3,14,579,732,3
6417,5,514950,715,83,28,1249,614,3
6418,1,1470714,12238,578,3825,2065,209,3
6419,4,7639064,59956,907,3960,600,437,1
6420,2,510198,393,133,17,457,5505,4
6421,1,58267,40,13,0,1780,77,7
6422,1,41492,0,0,10,2041,238,6
6423,1,144882,104,32,26,377,157,4
6424,16,597081,8543,298,2005,257,176,1
6425,10,7706968,15739,3372,793,57,110,2
6426,1,2168,9,0,0,648,175,3
6427,1,22920,19,6,12,1947,142,0
6428,5,925845,1991,173,43,399,477,3
6429,4,13434,65,11,13,474,475,6
6430,43,607774,3224,280,330,2102,129,3
6431,2,232545,617,30,20,1089,151,1
6432,1,129943,174,54,14,1566,9163,3
6433,1,1414521,906,479,82,684,901,3
6434,3,843111,2426,87,217,435,317,6
6435,1,20455,412,41,265,1574,557,3
6436,2,86325,345,11,30,2083,1396,1
6437,3,128102,337,38,44,1207,496,3
6438,1,108782,104,12,1,1134,319,3
6439,1,311973,1121,70,19,1741,188,3
6440,1,3091,17,0,3,1657,160,2
6441,1,1727,50,1,2,920,216,6
6442,138,504727,18189,225,253,1565,228,1
6443,4,82556,82,9,12,1304,294,6
6444,2,22030,1287,9,160,1433,251,3
6445,1,22681,88,5,14,1747,617,1
6446,2,54557,132,3,4,671,124,3
6447,3,272736,3635,219,69,1419,585,3
6448,15,53005,385,8,8,1747,591,3
6449,1,23902,126,6,19,2301,10751,3
6450,1,2611,29,3,0,32,101,1
6451,1,260141,1943,85,800,104,148,5
6452,1,97392,147,62,5,794,1894,3
6453,1,276662,5611,87,1228,301,530,3
6454,7,144106,3101,75,1101,1294,987,3
6455,8,1499125,4221,1155,414,2162,199,2
6456,1,869317,1440,131,0,18,189,3
6457,7219,17793,78,8,1,1083,227,3
6458,1,112172,3612,55,417,1098,52,1
6459,1,515592,1071,20,76,1183,259,6
6460,1,475991,1508,242,237,1167,179,3
6461,2,7556,93,13,17,1406,261,6
6462,58635,68740,57,2,8,920,2864,3
6463,2,20485,14,6,1,1038,58,1
6464,33,3718490,4422,1220,308,1423,3631,3
6465,4,1575590,1091,581,130,2026,843,4
6466,3,1326150,9749,1827,5653,1255,391,1
6467,3,48933,19,7,0,18,326,2
6468,2,728460,927,185,64,1868,7764,3
6469,1,3059,9,0,5,1072,471,1
6470,1,1484276,1267,339,575,452,392,6
6471,8,261948,511,35,22,1213,383,3
6472,2,1043098,1640,496,117,2170,320,3
6473,33,762551,1310,869,173,61,41,6
6474,1,252971,6437,87,2952,972,322,3
6475,1,194,1,0,0,1179,16,3
6476,1,113628,1181,13,30,1031,269,6
6477,1,1092871,3703,252,344,1980,142,3
6478,7,2600640,10475,1106,802,907,349,3
6479,1,3326,4,2,1,2059,101,3
6480,1,151253,184,17,17,2380,314,3
6481,9,228901,603,23,49,974,234,6
6482,6,2088716,24629,427,1715,2245,198,1
6483,1,104860,150,15,24,2266,200,3
6484,1103,1952,39,1,43,1722,346,5
6485,1,53262,1204,11,103,1794,233,5
6486,4,1041107,3680,222,152,238,642,3
6487,27,528421,266,76,23,737,81,3
6488,1,211026,1433,103,270,2042,201,3
6489,2,2607090,8340,1882,3507,1441,414,3
6490,1,43284,434,16,15,1331,481,3
6491,1,234226,788,102,133,784,1476,3
6492,140,10129,57,4,5,2260,346,3
6493,1,113685,288,129,3,658,958,3
6494,1,34919,57,3,9,1256,391,3
6495,5,37975,80,39,13,1251,287,6
6496,3617,5180,95,9,15,1777,329,5
6497,1,94759,168,9,3,262,227,3
6498,3,1038552,2624,564,1273,1114,382,5
6499,1,11595,456,36,150,1729,509,3
6500,1,21280,32,5,8,2321,304,6
6501,5,744329,2436,489,4925,448,608,3
6502,3,56077,51,4,2,1232,122,3
6503,1,65891,149,5,10,1198,498,1
6504,1,30304,358,20,40,696,144,3
6505,1,46664,476,10,36,523,3017,2
6506,27,197230,156,76,8,1569,1371,4
6507,50,1474621,8090,904,1679,1932,238,3
6508,1,113853,153,32,19,1665,6817,4
6509,2,5042,1,2,0,2097,42,3
6510,1,36065,1174,3,49,448,194,3
6511,107,764601,12861,1191,5483,555,14,1
6512,3,361250,210,161,17,2347,927,3
6513,2,19232,146,5,6,1170,92,6
6514,4,1256390,17286,793,2052,1224,1073,7
6515,39732,95991,169,29,11,2331,225,3
6516,1,8995,40,0,1,430,1002,3
6517,23,1303111,7165,376,708,2319,408,3
6518,5,343053,951,62,57,595,331,4
6519,1,227370,469,44,23,1444,2303,3
6520,1,574696,563,40,23,1455,62,3
6521,2,93034,451,9,44,1863,225,6
6522,1,14650,15,8,0,883,724,2
6523,2,173084,844,27,55,2371,174,3
6524,75120,100562,122,77,14,2338,179,4
6525,2,2615,5,0,1,68,85,3
6526,1,94910,270,28,18,2312,231,6
6527,1,1232416,3739,1608,1427,1517,275,3
6528,1,48071,720,5,20,377,313,6
6529,1,438,10,0,6,1283,1948,3
6530,9,2828495,60253,1507,2807,1209,421,1
6531,8,433517,347,54,27,1102,310,3
6532,1,382866,647,30,33,2348,1272,1
6533,16,5863436,10238,2541,611,1647,167,3
6534,20270,73653,94,13,4,2114,100,1
6535,2,23252,43,3,6,1208,7445,4
6536,9,1210868,3244,364,197,1769,272,3
6537,8,445477,3066,251,240,2221,178,2
6538,2,37402,72,5,21,1552,667,4
6539,109,202958,161,46,14,1031,395,3
6540,1,65274,107,28,11,2006,8405,4
6541,2279,2970,14,0,0,2188,239,6
6542,2,45356,110,9,4,761,221,4
6543,1,46618,725,10,34,2259,730,3
6544,1,2482089,22201,269,2514,2037,360,1
6545,1,2808840,1715,872,388,2207,227,3
6546,1,19797,83,3,1,663,148,3
6547,3,670900,2060,102,290,1082,392,3
6548,4278,9183,39,2,1,2234,653,6
6549,1,38084,53,3,10,967,603,4
6550,1,54721,33,10,4,1592,1295,3
6551,1,256943,842,69,54,1967,2529,3
6552,1,19137,413,4,79,1555,447,3
6553,6550,13064,234,8,46,1609,171,3
6554,12392,23562,43,0,8,1684,29,3
6555,1,69074,251,7,89,418,596,3
6556,1,2088,2,0,1,1192,661,4
6557,1,1058,3,0,0,408,137,7
6558,3,181536,76,9,8,951,89,3
6559,23,181242,895,11,57,1621,373,6
6560,1,5448,89,3,34,1376,931,6
6561,2,37218,61,5,15,1858,640,4
6562,3,473217,676,64,37,75,2673,3
6563,3,486,2,0,0,448,33,5
6564,155,838284,19322,308,695,299,587,1
6565,8612,11569,40,5,1,1640,581,6
6566,1,5018,22,1,0,1051,235,3
6567,1,32525,175,8,15,1009,264,3
6568,1,640,3,0,0,1882,3534,4
6569,1,113125,82,26,3,2281,252,3
6570,8,1498822,5470,377,716,2229,2699,3
6571,2,20239,57,7,1,1879,169,2
6572,4,3058681,21724,359,1694,1951,84,6
6573,10387,11573,13,4,0,906,115,3
6574,1,50497,297,23,222,972,73,3
6575,1,24863,359,5,70,1760,107,3
6576,1,345507,201,58,60,2193,2423,6
6577,30,2332417,7097,817,185,1641,144,7
6578,1,785168,473,550,517,2084,101,3
6579,12,341237,506,36,38,1688,771,3
6580,2,172865,247,24,45,1484,3260,6
6581,1,15370,531,8,70,122,435,5
6582,18,424236,849,94,283,288,2827,3
6583,8,549852,480,150,40,343,689,3
6584,38,2381387,9383,1609,743,360,133,3
6585,1,511377,2206,45,127,370,275,6
6586,2,34002,190,12,19,1868,415,2
6587,1,107910,231,8,11,365,294,6
6588,12,63885,120,3,9,746,647,3
6589,1,13557,30,5,8,1490,4635,3
6590,16,113626,498,9,75,823,267,2
6591,1,72629,461,52,27,129,266,4
6592,12,793734,6710,366,430,1003,323,3
6593,1,3227,7,2,0,334,1337,6
6594,8,366461,1005,78,32,2264,478,6
6595,1,83653,70,24,8,482,7444,4
6596,3,11487,0,0,0,223,225,3
6597,2,89763,217,19,57,2002,382,0
6598,9,332832,462,119,85,996,84,3
6599,1,110786,267,41,33,1594,41,3
6600,2,193132,1292,32,165,287,275,3
6601,1,10233,20,1,3,549,320,3
6602,38,1535490,1072,532,105,1641,601,3
6603,4,1527298,2190,440,129,681,141,2
6604,2,107369,552,54,41,52,159,5
6605,1,2579,14,10,0,386,236,3
6606,1,180018,566,116,101,2217,2737,3
6607,3,312445,622,67,14,1942,868,3
6608,20874,24818,26,0,0,1768,10,3
6609,1,3840,3,0,0,1699,155,3
6610,2,745511,2585,105,567,666,201,3
6611,57633,58701,3,0,0,1788,31,3
